"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",TotCases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,Date
Guinea-Bissau,"8,953",,176,,"8,660",,117,6,"4,339",85,"145,231","70,385","2,063,367",Africa,2023-02-27
Liberia,"8,077",+12,294,,"7,768",,15,2,"1,522",55,"139,824","26,356","5,305,117",Africa,2023-02-27
Sierra Leone,"7,760",,126,,,,,,934,15,"259,958","31,296","8,306,436",Africa,2023-02-27
Chad,"7,678",+3,194,,"4,874",,"2,610",,441,11,"191,341","10,988","17,413,580",Africa,2023-02-27
British Virgin Islands,"7,305",,64,,,,,,"238,757","2,092","107,339","3,508,269","30,596",North America,2023-02-27
Cook Islands,"7,025",,2,,"7,012",,11,,"399,806",114,"19,690","1,120,596","17,571",Australia/Oceania,2023-02-27
Saint Kitts and Nevis,"6,596",,46,,"6,546",,4,,"122,441",854,"126,927","2,356,129","53,871",North America,2023-02-27
Turks and Caicos,"6,551",,38,,"6,491",,22,4,"164,842",956,"611,527","15,387,811","39,741",North America,2023-02-27
Sao Tome and Principe,"6,281",,77,,"6,204",+1,0,,"27,587",338,"29,036","127,530","227,679",Africa,2023-02-27
Palau,"5,988",,9,,"5,976",,3,,"328,416",494,"69,136","3,791,806","18,233",Australia/Oceania,2023-02-27
St. Barth,"5,439",,6,,,,,,"546,908",603,"78,646","7,908,095","9,945",North America,2023-02-27
Nauru,"5,247",,1,,"5,075",,171,,"481,244",92,"20,509","1,881,042","10,903",Australia/Oceania,2023-02-27
Kiribati,"5,013",,18,,"2,703",,"2,292",3,"40,618",146,,,"123,419",Australia/Oceania,2023-02-27
Anguilla,"3,904",,12,,"3,879",,13,4,"256,336",788,"51,382","3,373,736","15,230",North America,2023-02-27
Macao,"3,514",,121,,"3,387",,6,,"5,264",181,"7,850","11,760","667,490",Asia,2023-02-27
Saint Pierre Miquelon,"3,452",,2,,"2,449",,"1,001",1,"599,410",347,"25,400","4,410,488","5,759",North America,2023-02-27
Wallis and Futuna,"3,427",,7,,438,,"2,982",,"312,056",637,"20,508","1,867,419","10,982",Australia/Oceania,2023-02-27
Tuvalu,"2,805",,,,,,"2,805",,"232,471",,,,"12,066",Australia/Oceania,2023-02-27
Saint Helena,"2,166",,,,2,,"2,164",,"354,211",,,,"6,115",Africa,2023-02-27
Falkland Islands,"1,930",,,,"1,930",,0,,"545,352",,"8,632","2,439,107","3,539",South America,2023-02-27
Montserrat,"1,403",,8,,"1,376",,19,,"282,578","1,611","17,762","3,577,442","4,965",North America,2023-02-27
Niue,788,,,,776,+10,12,,"485,820",,,,"1,622",Australia/Oceania,2023-02-27
Diamond Princess,712,,13,,699,,0,,,,,,,,2023-02-27
Vatican City,29,,,,29,,0,,"36,295",,,,799,Europe,2023-02-27
Western Sahara,10,,1,,9,,0,,16,2,,,"626,161",Africa,2023-02-27
MS Zaandam,9,,2,,7,,0,,,,,,,,2023-02-27
Tokelau,5,,,,,,5,,"3,628",,,,"1,378",Australia/Oceania,2023-02-27
Asia,"214,218,172","+40,328","1,536,158",163.0,"198,825,034","+48,813","13,856,980","15,525",,,,,,Asia,2023-02-25
North America,"124,457,883","+3,224","1,609,932",22.0,"119,727,312","+39,206","3,120,639","7,752",,,,,,North America,2023-02-25
Europe,"246,142,903","+26,187","2,016,380",59.0,"241,738,153","+30,708","2,388,370","6,468",,,,,,Europe,2023-02-25
South America,"67,971,613","+5,524","1,350,389",28.0,"66,209,167","+4,552","412,057","10,188",,,,,,South America,2023-02-25
Oceania,"13,987,204",+13,"26,076",,"13,826,303",+19,"134,825",64,,,,,,Australia/Oceania,2023-02-25
Africa,"12,791,231",+53,"258,576",,"12,074,558",+33,"458,097",547,,,,,,Africa,2023-02-25
,721,,15,,706,,0,0,,,,,,,2023-02-25
World,"679,652,130","+76,626","6,798,385",278.0,"652,407,112","+124,507","20,446,633","40,544","87,193",872.2,,,,All,2023-02-25
China,"503,302",,"5,272",,"379,053",,"118,977","7,557",347,4,"160,000,000","110,461","1,448,471,400",Asia,2023-02-25
USA,"105,248,611","+2,747","1,145,291",20.0,"102,605,010","+37,149","1,498,310","2,588","314,358","3,421","1,166,691,556","3,484,687","334,805,269",North America,2023-02-25
India,"44,686,017",+218,"530,769",5.0,"44,153,099",+154,"2,149",,"31,768",377,"918,324,498","652,854","1,406,631,776",Asia,2023-02-25
France,"39,612,797","+3,843","164,877",,"39,377,523","+2,603","70,397",869,"603,996","2,514","271,490,188","4,139,547","65,584,518",Europe,2023-02-25
Germany,"38,111,063",,"167,812",,"37,658,600","+3,800","284,651",,"454,333","2,001","122,332,384","1,458,359","83,883,596",Europe,2023-02-25
Brazil,"37,023,465","+2,934","698,933",5.0,"36,185,975",,"138,557",,"171,919","3,246","63,776,166","296,146","215,353,593",South America,2023-02-25
Japan,"33,172,567","+14,846","72,206",72.0,"21,680,804","+5,174","11,419,557",173,"264,145",575,"94,942,656","756,004","125,584,838",Asia,2023-02-25
S. Korea,"30,489,666","+9,913","33,940",11.0,"30,245,452","+16,100","210,274",181,"593,994",661,"15,804,065","307,892","51,329,899",Asia,2023-02-25
Italy,"25,576,852",,"188,094",,"25,219,653",,"169,105",133,"424,422","3,121","267,663,187","4,441,601","60,262,770",Europe,2023-02-25
UK,"24,341,615",,"206,246",,"24,078,331","+1,945","57,038",,"355,363","3,011","522,526,476","7,628,357","68,497,907",Europe,2023-02-25
Russia,"22,243,563","+11,071","396,004",34.0,"21,581,463","+11,208","266,096",,"152,556","2,716","273,400,000","1,875,095","145,805,947",Europe,2023-02-25
Turkey,"17,042,722",,"101,492",,,,,,"199,186","1,186","162,743,369","1,902,052","85,561,976",Asia,2023-02-25
Spain,"13,763,336",,"119,380",,"13,607,068",,"36,888",231,"294,597","2,555","471,036,328","10,082,298","46,719,142",Europe,2023-02-25
Vietnam,"11,526,891",+10,"43,186",,"10,614,759",+4,"868,946",2,"116,488",436,"85,826,548","867,342","98,953,541",Asia,2023-02-25
Australia,"11,366,361",,"19,373",,"11,314,814",,"32,174",36,"436,014",743,"78,835,048","3,024,116","26,068,792",Australia/Oceania,2023-02-25
Argentina,"10,043,308",,"130,458",,"9,908,502",+456,"4,348",363,"218,284","2,835","35,716,069","776,264","46,010,234",Asia,2023-02-25
Taiwan,"10,012,276","+13,526","17,818",53.0,"9,651,079","+22,934","343,379",,"419,124",746,"30,742,304","1,286,903","23,888,595",South America,2023-02-25
Netherlands,"8,591,721",,"22,992",,"8,557,847",+280,"10,882",53,"499,186","1,336","25,984,435","1,509,718","17,211,447",Europe,2023-02-25
Iran,"7,567,619",+59,"144,835",3.0,"7,339,129",+57,"83,655",279,"87,972","1,684","55,034,937","639,771","86,022,837",Asia,2023-02-25
Mexico,"7,443,151",,"332,938",,"6,680,289",,"429,924",,"56,575","2,531","19,551,137","148,607","131,562,772",North America,2023-02-25
Indonesia,"6,735,451",+182,"160,905",3.0,"6,570,963",+167,"3,583",,"24,130",576,"114,158,919","408,975","279,134,505",Asia,2023-02-25
Poland,"6,414,853","+2,595","118,868",8.0,"5,335,940",,"960,045",696,"169,976","3,150","38,255,088","1,013,654","37,739,785",Europe,2023-02-25
Colombia,"6,359,464",,"142,615",,"6,182,304",,"34,545",342,"123,454","2,769","36,951,507","717,327","51,512,762",South America,2023-02-25
Austria,"5,897,313","+6,057","21,872",2.0,"5,820,956","+6,023","54,485",72,"650,436","2,412","211,273,524","23,302,116","9,066,710",Europe,2023-02-25
Greece,"5,842,655",,"36,066",,"5,798,598","+1,599","7,991",115,"566,333","3,496","102,228,365","9,909,078","10,316,637",Europe,2023-02-25
Portugal,"5,566,708",,"26,117",,"5,537,148",+376,"3,443",61,"548,954","2,575","45,968,702","4,533,148","10,140,570",Europe,2023-02-25
Ukraine,"5,382,095",,"111,175",,"5,261,929",,"8,991",,"124,608","2,574","32,603,805","754,855","43,192,122",Europe,2023-02-25
Chile,"5,161,209","+2,256","64,158",13.0,"5,090,530","+3,396","6,521",79,"268,112","3,333","48,409,626","2,514,760","19,250,195",South America,2023-02-25
Malaysia,"5,042,188",+173,"36,957",,"4,996,057",+219,"9,174",12,"151,960","1,114","68,055,581","2,051,036","33,181,072",Asia,2023-02-25
Israel,"4,797,566",+331,"12,268",,"4,781,252",,"4,046",57,"514,429","1,315","41,373,364","4,436,346","9,326,000",Asia,2023-02-25
DPRK,"4,772,813",,74,,"4,772,739",,0,,"183,636",3,,,"25,990,679",Asia,2023-02-25
Thailand,"4,727,831",,"33,902",,"4,692,636",,"1,293",,"67,465",484,"17,270,775","246,450","70,078,203",Asia,2023-02-25
Belgium,"4,717,655",,"33,717",,"4,657,415",,"26,523",43,"404,315","2,890","36,709,556","3,146,099","11,668,278",Europe,2023-02-25
Czechia,"4,607,884","+1,049","42,424",6.0,"4,555,364","+1,109","10,096",40,"429,168","3,951","56,989,828","5,307,905","10,736,784",Europe,2023-02-25
Canada,"4,581,763",,"51,061",,"4,494,469","+1,575","36,233",99,"119,353","1,330","66,343,123","1,728,207","38,388,419",North America,2023-02-25
Peru,"4,485,282",+135,"219,395",8.0,"4,264,232",+167,"1,655",40,"133,157","6,513","37,997,691","1,128,057","33,684,208",South America,2023-02-25
Switzerland,"4,389,655",,"14,452",,"4,371,249",,"3,954",39,"500,323","1,647","23,833,472","2,716,487","8,773,637",Europe,2023-02-25
Philippines,"4,076,120",+198,"66,083",7.0,"4,000,638",+37,"9,399",162,"36,229",587,"34,571,035","307,274","112,508,994",Asia,2023-02-25
South Africa,"4,061,383",,"102,595",,"3,912,506",,"46,282",192,"66,847","1,689","26,473,049","435,726","60,756,135",Africa,2023-02-25
Romania,"3,335,131",,"67,675",,"3,260,130",,"7,326",115,"175,244","3,556","26,603,809","1,397,895","19,031,335",Europe,2023-02-25
Denmark,"3,174,969",,"8,244",,"3,165,682",,"1,043",19,"544,130","1,413","129,190,878","22,140,871","5,834,950",Europe,2023-02-25
Hong Kong,"2,883,055",+119,"13,449",2.0,"2,838,363","+3,787","31,243",28,"379,135","1,769","76,127,725","10,011,143","7,604,299",Asia,2023-02-25
Sweden,"2,697,827",,"23,633",,"2,670,018",+238,"4,176",9,"264,002","2,313","19,469,139","1,905,196","10,218,971",Europe,2023-02-25
Serbia,"2,490,311",+600,"17,807",4.0,"2,458,589",+937,"13,915",18,"287,797","2,058","12,373,793","1,429,998","8,653,016",Europe,2023-02-25
Iraq,"2,465,545",,"25,375",,"2,439,497",,673,21,"58,474",602,"19,544,451","463,523","42,164,965",Asia,2023-02-25
Singapore,"2,222,006",,"1,722",,"2,149,583",,"70,701",1,"373,852",290,"24,756,666","4,165,302","5,943,546",Asia,2023-02-25
New Zealand,"2,214,259","+1,297","3,893",6.0,"2,203,002","+1,176","7,364",,"452,055",795,"7,768,604","1,586,011","4,898,203",Australia/Oceania,2023-02-25
Hungary,"2,194,969",,"48,745",,"2,142,682",,"3,542",6,"228,494","5,074","11,394,556","1,186,160","9,606,259",Europe,2023-02-25
Bangladesh,"2,037,773",,"29,445",,"1,998,448",,"9,880",,"12,138",175,"15,254,399","90,862","167,885,689",Asia,2023-02-25
Slovakia,"1,862,716",+126,"21,016",2.0,"1,840,527",+76,"1,173",20,"341,145","3,849","7,402,003","1,355,630","5,460,193",Europe,2023-02-25
Georgia,"1,825,598",,"16,965",,"1,776,548",,"32,085",,"459,995","4,275","16,920,079","4,263,340","3,968,738",Asia,2023-02-25
Jordan,"1,746,997",,"14,122",,"1,731,007",,"1,868",59,"169,597","1,371","17,201,885","1,669,945","10,300,869",Asia,2023-02-25
Ireland,"1,702,523",,"8,629",,"1,691,735",,"2,159",11,"339,135","1,719","13,024,205","2,594,360","5,020,199",Europe,2023-02-25
Pakistan,"1,576,880",+42,"30,643",2.0,"1,538,689",,"7,548",15,"6,871",134,"30,570,862","133,213","229,488,994",Asia,2023-02-25
Norway,"1,478,888",+23,"5,112",,"1,473,135",+39,641,20,"268,334",928,"11,002,430","1,996,315","5,511,370",Europe,2023-02-25
Finland,"1,462,169",,"8,892",,"1,451,490",+136,"1,787",21,"263,219","1,601","12,047,792","2,168,835","5,554,960",Europe,2023-02-25
Kazakhstan,"1,407,351",,"13,846",,"1,383,020",,"10,485",24,"73,280",721,"11,575,012","602,707","19,205,043",Asia,2023-02-25
Slovenia,"1,327,413",+348,"7,071",,"1,316,507",+241,"3,835",4,"638,783","3,403","2,835,994","1,364,749","2,078,034",Europe,2023-02-25
Lithuania,"1,304,028",+329,"9,585",2.0,"1,288,325",+41,"6,118",8,"489,922","3,601","10,373,322","3,897,243","2,661,708",Europe,2023-02-25
Bulgaria,"1,296,642",+28,"38,211",1.0,"1,255,497",+3,"2,934",26,"189,440","5,583","11,047,756","1,614,084","6,844,597",Europe,2023-02-25
Morocco,"1,272,442",+7,"16,296",,"1,256,061",+4,85,3,"33,687",431,"12,979,066","343,609","37,772,756",Africa,2023-02-25
Croatia,"1,268,666",,"17,950",,"1,250,175",,541,10,"312,534","4,422","5,503,682","1,355,825","4,059,286",Europe,2023-02-25
Guatemala,"1,235,918",+471,"20,167",2.0,"1,214,542",+480,"1,209",5,"66,504","1,085","6,909,090","371,775","18,584,039",North America,2023-02-25
Lebanon,"1,231,577",+121,"10,823",1.0,"1,087,587",,"133,167",74,"184,234","1,619","4,795,578","717,380","6,684,849",Asia,2023-02-25
Costa Rica,"1,199,055",,"9,214",,"860,711",,"329,130",52,"231,373","1,778","4,659,757","899,158","5,182,354",North America,2023-02-25
Bolivia,"1,192,696",+182,"22,364",1.0,"1,156,821",+463,"13,511",220,"99,452","1,865","2,705,422","225,590","11,992,656",South America,2023-02-25
Tunisia,"1,150,793",,"29,330",,,,,44,"95,528","2,435","5,001,397","415,169","12,046,656",Africa,2023-02-25
Cuba,"1,112,578",+6,"8,530",,"1,103,965",+2,83,,"98,409",754,"14,316,094","1,266,278","11,305,652",North America,2023-02-25
Ecuador,"1,056,578",,"36,008",,"1,015,999",,"4,571",759,"58,331","1,988","3,082,403","170,173","18,113,361",South America,2023-02-25
UAE,"1,051,732",+143,"2,349",,"1,034,899",+64,"14,484",,"104,320",233,"199,149,334","19,753,380","10,081,785",Asia,2023-02-25
Uruguay,"1,034,046",,"7,617",,"1,025,995",,434,18,"295,778","2,179","6,114,822","1,749,083","3,496,016",South America,2023-02-25
Panama,"1,031,014",,"8,603",,"1,021,886",,525,16,"231,847","1,935","7,522,110","1,691,516","4,446,964",North America,2023-02-25
Mongolia,"1,007,896",,"2,179",,"1,005,709",+2,8,192,"298,364",645,"4,030,048","1,193,000","3,378,078",Asia,2023-02-25
Nepal,"1,001,140",+1,"12,020",,"989,113",+2,7,,"33,122",398,"6,011,031","198,872","30,225,582",Asia,2023-02-25
Belarus,"994,037",,"7,118",,"985,592",,"1,327",,"105,381",755,"13,646,641","1,446,722","9,432,800",Europe,2023-02-25
Latvia,"975,928",,"6,237",,"969,343",,348,13,"527,860","3,373","7,863,922","4,253,443","1,848,837",Europe,2023-02-25
Saudi Arabia,"829,228",+43,"9,613",2.0,"816,585",+47,"3,030",42,"23,134",268,"45,133,035","1,259,120","35,844,909",Asia,2023-02-25
Azerbaijan,"828,492",+15,"10,116",2.0,"818,229",+20,147,,"80,435",982,"7,521,187","730,198","10,300,205",Asia,2023-02-25
Paraguay,"808,327",,"19,870",,,,,7,"110,641","2,720","2,657,506","363,751","7,305,843",South America,2023-02-25
Bahrain,"706,250",+237,"1,548",,"706,013",,"-1,311",3,"395,884",868,"10,732,586","6,016,081","1,783,983",Asia,2023-02-25
Sri Lanka,"672,026",,"16,830",,"655,195",+1,1,,"31,147",780,"6,486,117","300,619","21,575,842",Asia,2023-02-25
Kuwait,"663,456",,"2,570",,"660,237",,649,,"151,463",587,"8,455,743","1,930,391","4,380,326",Asia,2023-02-25
Dominican Republic,"660,533",,"4,384",,"644,785",,"11,364",4,"59,742",397,"3,740,928","338,350","11,056,370",North America,2023-02-25
Cyprus,"649,093",,"1,305",,"642,855",,"4,933",60,"530,570","1,067","9,640,118","7,879,860","1,223,387",Asia,2023-02-25
Myanmar,"633,907",+1,"19,490",,"614,395",+17,22,,"11,478",353,"10,041,438","181,821","55,227,143",Asia,2023-02-25
Palestine,"621,008",,"5,404",,"615,445",,159,17,"116,173","1,011","3,078,533","575,907","5,345,541",Asia,2023-02-25
Estonia,"614,848",,"2,934",,"524,990",,"86,924",1,"465,121","2,220","3,671,717","2,777,585","1,321,910",Europe,2023-02-25
Moldova,"603,750",,"11,974",,"504,142",,"87,634",49,"150,442","2,984","3,216,305","801,437","4,013,171",Europe,2023-02-25
Venezuela,"551,974",+17,"5,853",1.0,"545,841",+70,280,36,"18,860",200,"3,359,014","114,771","29,266,991",South America,2023-02-25
Egypt,"515,698",,"24,613",,"442,182",,"48,903",122,"4,858",232,"3,693,367","34,792","106,156,692",Africa,2023-02-25
Libya,"507,171",,"6,437",,"500,733",,1,,"72,034",914,"2,483,538","352,738","7,040,745",Africa,2023-02-25
Ethiopia,"499,959",+11,"7,572",,"487,221",+8,"5,166",,"4,138",63,"5,486,754","45,415","120,812,698",Africa,2023-02-25
Qatar,"493,847",+123,686,,"492,695",,466,21,"165,725",230,"4,065,369","1,364,257","2,979,915",Asia,2023-02-25
Réunion,"486,588",,921,,"418,572",,"67,095",10,"535,854","1,014","1,603,660","1,766,027","908,061",Africa,2023-02-25
Honduras,"471,557",,"11,109",,,,,105,"46,135","1,087","1,626,616","159,141","10,221,247",North America,2023-02-25
Armenia,"446,819",,"8,721",,"435,162",,"2,936",,"150,345","2,934","3,242,901","1,091,164","2,971,966",Asia,2023-02-25
Bosnia and Herzegovina,"401,575",,"16,278",,"379,084",,"6,213",,"123,588","5,010","1,884,721","580,036","3,249,317",Europe,2023-02-25
Oman,"399,449",,"4,628",,"384,669",,"10,152",2,"75,028",869,"25,000,000","4,695,724","5,323,993",Asia,2023-02-25
North Macedonia,"346,852",,"9,662",,"337,068",,122,,"166,651","4,642","2,226,216","1,069,626","2,081,304",Europe,2023-02-25
Kenya,"342,900",,"5,688",,"337,183",,29,1,"6,100",101,"3,967,062","70,569","56,215,221",Africa,2023-02-25
Zambia,"342,831",,"4,055",,"338,289",,487,,"17,608",208,"3,923,997","201,538","19,470,234",Africa,2023-02-25
Albania,"334,373",+17,"3,596",,"329,114",+8,"1,663",,"116,654","1,255","1,941,032","677,173","2,866,374",Europe,2023-02-25
Botswana,"329,662",,"2,801",,"326,868",,-7,1,"135,043","1,147","2,026,898","830,300","2,441,162",Africa,2023-02-25
Luxembourg,"297,757",,"1,133",,"288,991",,"7,633",,"463,528","1,764","4,412,567","6,869,188","642,371",Europe,2023-02-25
Montenegro,"288,088",+101,"2,801",,"284,463",+104,824,6,"458,775","4,461","2,714,923","4,323,470","627,950",Europe,2023-02-25
Brunei,"277,992",,225,,"243,601",,"34,166",,"624,097",505,"717,784","1,611,437","445,431",Asia,2023-02-25
Algeria,"271,439",+3,"6,881",,"182,790",+2,"81,768",,"5,985",152,"230,861","5,091","45,350,148",Africa,2023-02-25
Nigeria,"266,463",,"3,155",,"259,850",,"3,458",11,"1,229",15,"5,708,974","26,339","216,746,934",Africa,2023-02-25
Zimbabwe,"263,921",,"5,663",,"257,205",,"1,053",12,"17,214",369,"2,525,756","164,744","15,331,428",Africa,2023-02-25
Uzbekistan,"250,932",,"1,637",,"241,486",,"7,809",23,"7,298",48,"1,377,915","40,077","34,382,084",Asia,2023-02-25
Mozambique,"233,098",,"2,242",,"228,805",,"2,051",11,"7,044",68,"1,371,127","41,437","33,089,461",Africa,2023-02-25
Martinique,"229,807",,"1,098",,,,,12,"614,314","2,935","828,928","2,215,870","374,087",North America,2023-02-25
Laos,"218,015",+1,758,,,,,,"29,142",101,"1,233,207","164,845","7,481,023",Asia,2023-02-25
Afghanistan,"209,263",+26,"7,896",,"190,608",+35,"10,759",45,"5,135",194,"1,199,032","29,421","40,754,388",Asia,2023-02-25
Iceland,"208,999",,229,,,,,2,"605,105",663,"1,996,384","5,780,036","345,393",Europe,2023-02-25
Kyrgyzstan,"206,633",,"2,991",,"196,406",,"7,236",131,"30,711",445,"1,907,195","283,460","6,728,271",Asia,2023-02-25
Guadeloupe,"201,852",,"1,010",,,,,19,"504,890","2,526","938,039","2,346,306","399,794",North America,2023-02-25
El Salvador,"201,785",,"4,230",,"179,410",,"18,145",8,"30,805",646,"2,610,114","398,467","6,550,389",North America,2023-02-25
Trinidad and Tobago,"188,737",,"4,339",,"184,363",,35,8,"134,181","3,085","895,520","636,663","1,406,585",North America,2023-02-25
Maldives,"185,729",,311,,"163,687",,"21,731",25,"343,316",575,"2,213,831","4,092,223","540,985",Asia,2023-02-25
Ghana,"171,172",,"1,462",,"169,697",,13,2,"5,284",45,"2,529,956","78,096","32,395,450",Africa,2023-02-25
Namibia,"171,121",,"4,090",,"166,689",,342,,"64,969","1,553","1,062,663","403,460","2,633,874",Africa,2023-02-25
Uganda,"170,478",,"3,630",,"100,431",,"66,417",3,"3,520",75,"3,012,408","62,198","48,432,863",Africa,2023-02-25
Jamaica,"154,065",,"3,500",,"102,393",,"48,172",,"51,611","1,172","1,183,986","396,633","2,985,094",North America,2023-02-25
Cambodia,"138,714",,"3,056",,"135,650",,8,,"8,079",178,"3,091,420","180,062","17,168,639",Asia,2023-02-25
Rwanda,"133,170",,"1,468",,"131,634",,68,,"9,792",108,"5,959,042","438,150","13,600,464",Africa,2023-02-25
Cameroon,"124,328",,"1,965",,"122,333",,30,13,"4,454",70,"1,751,774","62,762","27,911,548",Africa,2023-02-25
Malta,"117,338",,827,,"115,923",,588,4,"264,255","1,862","2,111,209","4,754,622","444,033",Europe,2023-02-25
Barbados,"106,645",,575,,"106,057",,13,,"370,266","1,996","794,426","2,758,203","288,023",North America,2023-02-25
Angola,"105,205",,"1,931",,"103,250",,24,,"3,004",55,"1,499,795","42,818","35,027,343",Africa,2023-02-25
Channel Islands,"101,320",,227,,"100,975",,118,,"574,171","1,286","1,252,808","7,099,551","176,463",Europe,2023-02-25
